Freq.	-V(n002)/I(R3)
1.89234361864475e+005	(9.85611105161324e+001dB,-2.70644876094429e+001°)
1.89670592121092e+005	(9.85608477819628e+001dB,-2.69835574681407e+001°)
1.90107827992307e+005	(9.85606022275349e+001dB,-2.69028964770756e+001°)
1.90546071796302e+005	(9.85603736540818e+001dB,-2.68225039925369e+001°)
1.90985325856601e+005	(9.85601618643640e+001dB,-2.67423793664208e+001°)
1.91425592502086e+005	(9.85599666626650e+001dB,-2.66625219463357e+001°)
1.91866874067006e+005	(9.85597878547866e+001dB,-2.65829310757069e+001°)
1.92309172890993e+005	(9.85596252480439e+001dB,-2.65036060938795e+001°)
1.92752491319071e+005	(9.85594786512603e+001dB,-2.64245463362206e+001°)
1.93196831701669e+005	(9.85593478747624e+001dB,-2.63457511342204e+001°)
1.93642196394638e+005	(9.85592327303751e+001dB,-2.62672198155917e+001°)
1.94088587759255e+005	(9.85591330314160e+001dB,-2.61889517043693e+001°)
1.94536008162243e+005	(9.85590485926902e+001dB,-2.61109461210074e+001°)
1.94984459975781e+005	(9.85589792304845e+001dB,-2.60332023824761e+001°)
1.95433945577516e+005	(9.85589247625623e+001dB,-2.59557198023571e+001°)
1.95884467350575e+005	(9.85588850081578e+001dB,-2.58784976909381e+001°)
1.96336027683581e+005	(9.85588597879699e+001dB,-2.58015353553062e+001°)
1.96788628970661e+005	(9.85588489241570e+001dB,-2.57248320994401e+001°)
1.97242273611462e+005	(9.85588522403303e+001dB,-2.56483872243014e+001°)
1.97696964011162e+005	(9.85588695615487e+001dB,-2.55722000279245e+001°)
1.98152702580486e+005	(9.85589007143118e+001dB,-2.54962698055061e+001°)
1.98609491735713e+005	(9.85589455265547e+001dB,-2.54205958494928e+001°)
1.99067333898695e+005	(9.85590038276410e+001dB,-2.53451774496681e+001°)
1.99526231496864e+005	(9.85590754483569e+001dB,-2.52700138932387e+001°)
1.99986186963250e+005	(9.85591602209048e+001dB,-2.51951044649188e+001°)
2.00447202736492e+005	(9.85592579788969e+001dB,-2.51204484470143e+001°)
2.00909281260849e+005	(9.85593685573486e+001dB,-2.50460451195053e+001°)
2.01372424986215e+005	(9.85594917926722e+001dB,-2.49718937601281e+001°)
2.01836636368132e+005	(9.85596275226700e+001dB,-2.48979936444558e+001°)
2.02301917867803e+005	(9.85597755865278e+001dB,-2.48243440459779e+001°)
2.02768271952104e+005	(9.85599358248083e+001dB,-2.47509442361791e+001°)
2.03235701093598e+005	(9.85601080794443e+001dB,-2.46777934846169e+001°)
2.03704207770547e+005	(9.85602921937314e+001dB,-2.46048910589984e+001°)
2.04173794466928e+005	(9.85604880123221e+001dB,-2.45322362252558e+001°)
2.04644463672443e+005	(9.85606953812181e+001dB,-2.44598282476211e+001°)
2.05116217882532e+005	(9.85609141477636e+001dB,-2.43876663886999e+001°)
2.05589059598389e+005	(9.85611441606384e+001dB,-2.43157499095442e+001°)
2.06062991326975e+005	(9.85613852698508e+001dB,-2.42440780697236e+001°)
2.06538015581028e+005	(9.85616373267306e+001dB,-2.41726501273968e+001°)
2.07014134879079e+005	(9.85619001839219e+001dB,-2.41014653393810e+001°)
2.07491351745466e+005	(9.85621736953759e+001dB,-2.40305229612210e+001°)
2.07969668710344e+005	(9.85624577163441e+001dB,-2.39598222472566e+001°)
2.08449088309704e+005	(9.85627521033706e+001dB,-2.38893624506904e+001°)
2.08929613085379e+005	(9.85630567142854e+001dB,-2.38191428236530e+001°)
2.09411245585064e+005	(9.85633714081964e+001dB,-2.37491626172687e+001°)
2.09893988362327e+005	(9.85636960454832e+001dB,-2.36794210817196e+001°)
2.10377843976622e+005	(9.85640304877887e+001dB,-2.36099174663086e+001°)
2.10862814993303e+005	(9.85643745980126e+001dB,-2.35406510195222e+001°)
2.11348903983639e+005	(9.85647282403034e+001dB,-2.34716209890916e+001°)
2.11836113524824e+005	(9.85650912800516e+001dB,-2.34028266220534e+001°)
2.12324446199996e+005	(9.85654635838821e+001dB,-2.33342671648097e+001°)
2.12813904598245e+005	(9.85658450196465e+001dB,-2.32659418631864e+001°)
2.13304491314632e+005	(9.85662354564162e+001dB,-2.31978499624913e+001°)
2.13796208950197e+005	(9.85666347644746e+001dB,-2.31299907075715e+001°)
2.14289060111980e+005	(9.85670428153100e+001dB,-2.30623633428691e+001°)
2.14783047413027e+005	(9.85674594816077e+001dB,-2.29949671124774e+001°)
2.15278173472411e+005	(9.85678846372430e+001dB,-2.29278012601945e+001°)
2.15774440915240e+005	(9.85683181572732e+001dB,-2.28608650295779e+001°)
2.16271852372676e+005	(9.85687599179309e+001dB,-2.27941576639968e+001°)
2.16770410481943e+005	(9.85692097966157e+001dB,-2.27276784066845e+001°)
2.17270117886348e+005	(9.85696676718873e+001dB,-2.26614265007895e+001°)
2.17770977235289e+005	(9.85701334234576e+001dB,-2.25954011894261e+001°)
2.18272991184273e+005	(9.85706069321837e+001dB,-2.25296017157239e+001°)
2.18776162394928e+005	(9.85710880800598e+001dB,-2.24640273228771e+001°)
2.19280493535018e+005	(9.85715767502104e+001dB,-2.23986772541919e+001°)
2.19785987278456e+005	(9.85720728268821e+001dB,-2.23335507531344e+001°)
2.20292646305319e+005	(9.85725761954367e+001dB,-2.22686470633772e+001°)
2.20800473301863e+005	(9.85730867423435e+001dB,-2.22039654288446e+001°)
2.21309470960537e+005	(9.85736043551718e+001dB,-2.21395050937584e+001°)
2.21819641979995e+005	(9.85741289225833e+001dB,-2.20752653026815e+001°)
2.22330989065113e+005	(9.85746603343250e+001dB,-2.20112453005621e+001°)
2.22843514927003e+005	(9.85751984812215e+001dB,-2.19474443327761e+001°)
2.23357222283026e+005	(9.85757432551674e+001dB,-2.18838616451694e+001°)
2.23872113856806e+005	(9.85762945491204e+001dB,-2.18204964840994e+001°)
2.24388192378249e+005	(9.85768522570933e+001dB,-2.17573480964752e+001°)
2.24905460583550e+005	(9.85774162741470e+001dB,-2.16944157297985e+001°)
2.25423921215215e+005	(9.85779864963827e+001dB,-2.16316986322017e+001°)
2.25943577022070e+005	(9.85785628209349e+001dB,-2.15691960524878e+001°)
2.26464430759278e+005	(9.85791451459640e+001dB,-2.15069072401673e+001°)
2.26986485188354e+005	(9.85797333706485e+001dB,-2.14448314454959e+001°)
2.27509743077179e+005	(9.85803273951782e+001dB,-2.13829679195113e+001°)
2.28034207200014e+005	(9.85809271207467e+001dB,-2.13213159140686e+001°)
2.28559880337515e+005	(9.85815324495438e+001dB,-2.12598746818760e+001°)
2.29086765276749e+005	(9.85821432847487e+001dB,-2.11986434765295e+001°)
2.29614864811208e+005	(9.85827595305223e+001dB,-2.11376215525466e+001°)
2.30144181740822e+005	(9.85833810920002e+001dB,-2.10768081653997e+001°)
2.30674718871978e+005	(9.85840078752854e+001dB,-2.10162025715494e+001°)
2.31206479017531e+005	(9.85846397874411e+001dB,-2.09558040284759e+001°)
2.31739464996819e+005	(9.85852767364835e+001dB,-2.08956117947110e+001°)
2.32273679635682e+005	(9.85859186313746e+001dB,-2.08356251298690e+001°)
2.32809125766472e+005	(9.85865653820151e+001dB,-2.07758432946768e+001°)
2.33345806228071e+005	(9.85872168992371e+001dB,-2.07162655510039e+001°)
2.33883723865906e+005	(9.85878730947975e+001dB,-2.06568911618917e+001°)
2.34422881531963e+005	(9.85885338813702e+001dB,-2.05977193915816e+001°)
2.34963282084802e+005	(9.85891991725396e+001dB,-2.05387495055435e+001°)
2.35504928389572e+005	(9.85898688827935e+001dB,-2.04799807705032e+001°)
2.36047823318028e+005	(9.85905429275159e+001dB,-2.04214124544690e+001°)
2.36591969748546e+005	(9.85912212229800e+001dB,-2.03630438267586e+001°)
2.37137370566136e+005	(9.85919036863417e+001dB,-2.03048741580246e+001°)
2.37684028662458e+005	(9.85925902356320e+001dB,-2.02469027202797e+001°)
2.38231946935839e+005	(9.85932807897508e+001dB,-2.01891287869217e+001°)
2.38781128291288e+005	(9.85939752684594e+001dB,-2.01315516327579e+001°)
2.39331575640509e+005	(9.85946735923741e+001dB,-2.00741705340284e+001°)
2.39883291901919e+005	(9.85953756829593e+001dB,-2.00169847684296e+001°)
2.40436280000663e+005	(9.85960814625207e+001dB,-1.99599936151370e+001°)
2.40990542868629e+005	(9.85967908541983e+001dB,-1.99031963548272e+001°)
2.41546083444464e+005	(9.85975037819601e+001dB,-1.98465922697000e+001°)
2.42102904673588e+005	(9.85982201705951e+001dB,-1.97901806434993e+001°)
2.42661009508211e+005	(9.85989399457070e+001dB,-1.97339607615340e+001°)
2.43220400907351e+005	(9.85996630337070e+001dB,-1.96779319106984e+001°)
2.43781081836845e+005	(9.86003893618077e+001dB,-1.96220933794921e+001°)
2.44343055269367e+005	(9.86011188580164e+001dB,-1.95664444580391e+001°)
2.44906324184444e+005	(9.86018514511283e+001dB,-1.95109844381072e+001°)
2.45470891568472e+005	(9.86025870707204e+001dB,-1.94557126131260e+001°)
2.46036760414732e+005	(9.86033256471449e+001dB,-1.94006282782054e+001°)
2.46603933723403e+005	(9.86040671115225e+001dB,-1.93457307301528e+001°)
2.47172414501582e+005	(9.86048113957364e+001dB,-1.92910192674908e+001°)
2.47742205763297e+005	(9.86055584324256e+001dB,-1.92364931904733e+001°)
2.48313310529526e+005	(9.86063081549788e+001dB,-1.91821518011025e+001°)
2.48885731828208e+005	(9.86070604975279e+001dB,-1.91279944031445e+001°)
2.49459472694264e+005	(9.86078153949418e+001dB,-1.90740203021449e+001°)
2.50034536169612e+005	(9.86085727828202e+001dB,-1.90202288054438e+001°)
2.50610925303180e+005	(9.86093325974873e+001dB,-1.89666192221907e+001°)
2.51188643150926e+005	(9.86100947759858e+001dB,-1.89131908633590e+001°)
2.51767692775854e+005	(9.86108592560706e+001dB,-1.88599430417595e+001°)
2.52348077248026e+005	(9.86116259762027e+001dB,-1.88068750720544e+001°)
2.52929799644583e+005	(9.86123948755431e+001dB,-1.87539862707702e+001°)
2.53512863049759e+005	(9.86131658939471e+001dB,-1.87012759563109e+001°)
2.54097270554898e+005	(9.86139389719578e+001dB,-1.86487434489701e+001°)
2.54683025258472e+005	(9.86147140508004e+001dB,-1.85963880709432e+001°)
2.55270130266092e+005	(9.86154910723763e+001dB,-1.85442091463395e+001°)
2.55858588690532e+005	(9.86162699792572e+001dB,-1.84922060011931e+001°)
2.56448403651739e+005	(9.86170507146790e+001dB,-1.84403779634744e+001°)
2.57039578276854e+005	(9.86178332225364e+001dB,-1.83887243631005e+001°)
2.57632115700225e+005	(9.86186174473766e+001dB,-1.83372445319459e+001°)
2.58226019063427e+005	(9.86194033343940e+001dB,-1.82859378038523e+001°)
2.58821291515276e+005	(9.86201908294242e+001dB,-1.82348035146386e+001°)
2.59417936211849e+005	(9.86209798789384e+001dB,-1.81838410021101e+001°)
2.60015956316494e+005	(9.86217704300378e+001dB,-1.81330496060677e+001°)
2.60615354999857e+005	(9.86225624304479e+001dB,-1.80824286683167e+001°)
2.61216135439888e+005	(9.86233558285130e+001dB,-1.80319775326756e+001°)
2.61818300821865e+005	(9.86241505731905e+001dB,-1.79816955449836e+001°)
2.62421854338411e+005	(9.86249466140457e+001dB,-1.79315820531092e+001°)
2.63026799189505e+005	(9.86257439012459e+001dB,-1.78816364069574e+001°)
2.63633138582505e+005	(9.86265423855554e+001dB,-1.78318579584771e+001°)
2.64240875732161e+005	(9.86273420183298e+001dB,-1.77822460616684e+001°)
2.64850013860636e+005	(9.86281427515107e+001dB,-1.77328000725890e+001°)
2.65460556197520e+005	(9.86289445376204e+001dB,-1.76835193493609e+001°)
2.66072505979847e+005	(9.86297473297567e+001dB,-1.76344032521764e+001°)
2.66685866452114e+005	(9.86305510815875e+001dB,-1.75854511433045e+001°)
2.67300640866297e+005	(9.86313557473454e+001dB,-1.75366623870961e+001°)
2.67916832481869e+005	(9.86321612818231e+001dB,-1.74880363499898e+001°)
2.68534444565817e+005	(9.86329676403676e+001dB,-1.74395724005167e+001°)
2.69153480392657e+005	(9.86337747788754e+001dB,-1.73912699093057e+001°)
2.69773943244458e+005	(9.86345826537875e+001dB,-1.73431282490881e+001°)
2.70395836410850e+005	(9.86353912220841e+001dB,-1.72951467947018e+001°)
2.71019163189050e+005	(9.86362004412796e+001dB,-1.72473249230960e+001°)
2.71643926883874e+005	(9.86370102694180e+001dB,-1.71996620133345e+001°)
2.72270130807756e+005	(9.86378206650674e+001dB,-1.71521574466000e+001°)
2.72897778280769e+005	(9.86386315873157e+001dB,-1.71048106061976e+001°)
2.73526872630636e+005	(9.86394429957651e+001dB,-1.70576208775576e+001°)
2.74157417192753e+005	(9.86402548505278e+001dB,-1.70105876482390e+001°)
2.74789415310204e+005	(9.86410671122206e+001dB,-1.69637103079325e+001°)
2.75422870333781e+005	(9.86418797419610e+001dB,-1.69169882484626e+001°)
2.76057785621999e+005	(9.86426927013616e+001dB,-1.68704208637905e+001°)
2.76694164541116e+005	(9.86435059525257e+001dB,-1.68240075500163e+001°)
2.77332010465148e+005	(9.86443194580431e+001dB,-1.67777477053806e+001°)
2.77971326775893e+005	(9.86451331809846e+001dB,-1.67316407302670e+001°)
2.78612116862941e+005	(9.86459470848981e+001dB,-1.66856860272033e+001°)
2.79254384123698e+005	(9.86467611338038e+001dB,-1.66398830008630e+001°)
2.79898131963400e+005	(9.86475752921895e+001dB,-1.65942310580667e+001°)
2.80543363795135e+005	(9.86483895250065e+001dB,-1.65487296077831e+001°)
2.81190083039858e+005	(9.86492037976647e+001dB,-1.65033780611298e+001°)
2.81838293126409e+005	(9.86500180760284e+001dB,-1.64581758313744e+001°)
2.82487997491534e+005	(9.86508323264121e+001dB,-1.64131223339344e+001°)
2.83139199579901e+005	(9.86516465155756e+001dB,-1.63682169863783e+001°)
2.83791902844119e+005	(9.86524606107203e+001dB,-1.63234592084253e+001°)
2.84446110744755e+005	(9.86532745794842e+001dB,-1.62788484219454e+001°)
2.85101826750354e+005	(9.86540883899386e+001dB,-1.62343840509595e+001°)
2.85759054337458e+005	(9.86549020105827e+001dB,-1.61900655216390e+001°)
2.86417796990621e+005	(9.86557154103403e+001dB,-1.61458922623052e+001°)
2.87078058202432e+005	(9.86565285585555e+001dB,-1.61018637034291e+001°)
2.87739841473530e+005	(9.86573414249880e+001dB,-1.60579792776302e+001°)
2.88403150312623e+005	(9.86581539798098e+001dB,-1.60142384196758e+001°)
2.89067988236510e+005	(9.86589661936004e+001dB,-1.59706405664801e+001°)
2.89734358770095e+005	(9.86597780373434e+001dB,-1.59271851571029e+001°)
2.90402265446407e+005	(9.86605894824220e+001dB,-1.58838716327480e+001°)
2.91071711806623e+005	(9.86614005006152e+001dB,-1.58406994367624e+001°)
2.91742701400079e+005	(9.86622110640941e+001dB,-1.57976680146340e+001°)
2.92415237784296e+005	(9.86630211454176e+001dB,-1.57547768139902e+001°)
2.93089324524994e+005	(9.86638307175287e+001dB,-1.57120252845962e+001°)
2.93764965196115e+005	(9.86646397537507e+001dB,-1.56694128783527e+001°)
2.94442163379838e+005	(9.86654482277833e+001dB,-1.56269390492938e+001°)
2.95120922666600e+005	(9.86662561136990e+001dB,-1.55846032535852e+001°)
2.95801246655116e+005	(9.86670633859389e+001dB,-1.55424049495213e+001°)
2.96483138952396e+005	(9.86678700193094e+001dB,-1.55003435975229e+001°)
2.97166603173764e+005	(9.86686759889786e+001dB,-1.54584186601348e+001°)
2.97851642942880e+005	(9.86694812704720e+001dB,-1.54166296020229e+001°)
2.98538261891757e+005	(9.86702858396696e+001dB,-1.53749758899715e+001°)
2.99226463660780e+005	(9.86710896728019e+001dB,-1.53334569928804e+001°)
2.99916251898726e+005	(9.86718927464464e+001dB,-1.52920723817615e+001°)
3.00607630262784e+005	(9.86726950375238e+001dB,-1.52508215297364e+001°)
3.01300602418573e+005	(9.86734965232952e+001dB,-1.52097039120324e+001°)
3.01995172040162e+005	(9.86742971813578e+001dB,-1.51687190059796e+001°)
3.02691342810091e+005	(9.86750969896419e+001dB,-1.51278662910074e+001°)
3.03389118419387e+005	(9.86758959264075e+001dB,-1.50871452486411e+001°)
3.04088502567588e+005	(9.86766939702406e+001dB,-1.50465553624978e+001°)
3.04789498962759e+005	(9.86774911000500e+001dB,-1.50060961182833e+001°)
3.05492111321511e+005	(9.86782872950641e+001dB,-1.49657670037878e+001°)
3.06196343369028e+005	(9.86790825348273e+001dB,-1.49255675088824e+001°)
3.06902198839076e+005	(9.86798767991970e+001dB,-1.48854971255148e+001°)
3.07609681474031e+005	(9.86806700683400e+001dB,-1.48455553477056e+001°)
3.08318795024895e+005	(9.86814623227298e+001dB,-1.48057416715436e+001°)
3.09029543251319e+005	(9.86822535431427e+001dB,-1.47660555951823e+001°)
3.09741929921617e+005	(9.86830437106552e+001dB,-1.47264966188350e+001°)
3.10455958812795e+005	(9.86838328066406e+001dB,-1.46870642447707e+001°)
3.11171633710561e+005	(9.86846208127659e+001dB,-1.46477579773096e+001°)
3.11888958409353e+005	(9.86854077109888e+001dB,-1.46085773228185e+001°)
3.12607936712354e+005	(9.86861934835545e+001dB,-1.45695217897065e+001°)
3.13328572431517e+005	(9.86869781129929e+001dB,-1.45305908884198e+001°)
3.14050869387580e+005	(9.86877615821150e+001dB,-1.44917841314375e+001°)
3.14774831410090e+005	(9.86885438740107e+001dB,-1.44531010332666e+001°)
3.15500462337421e+005	(9.86893249720453e+001dB,-1.44145411104369e+001°)
3.16227766016796e+005	(9.86901048598569e+001dB,-1.43761038814965e+001°)
3.16956746304307e+005	(9.86908835213529e+001dB,-1.43377888670065e+001°)
3.17687407064935e+005	(9.86916609407081e+001dB,-1.42995955895361e+001°)
3.18419752172571e+005	(9.86924371023607e+001dB,-1.42615235736573e+001°)
3.19153785510034e+005	(9.86932119910104e+001dB,-1.42235723459400e+001°)
3.19889510969098e+005	(9.86939855916152e+001dB,-1.41857414349467e+001°)
3.20626932450504e+005	(9.86947578893885e+001dB,-1.41480303712271e+001°)
3.21366053863989e+005	(9.86955288697965e+001dB,-1.41104386873129e+001°)
3.22106879128301e+005	(9.86962985185554e+001dB,-1.40729659177124e+001°)
3.22849412171221e+005	(9.86970668216291e+001dB,-1.40356115989048e+001°)
3.23593656929586e+005	(9.86978337652256e+001dB,-1.39983752693355e+001°)
3.24339617349307e+005	(9.86985993357953e+001dB,-1.39612564694095e+001°)
3.25087297385392e+005	(9.86993635200277e+001dB,-1.39242547414867e+001°)
3.25836701001966e+005	(9.87001263048492e+001dB,-1.38873696298759e+001°)
3.26587832172293e+005	(9.87008876774203e+001dB,-1.38506006808293e+001°)
3.27340694878795e+005	(9.87016476251330e+001dB,-1.38139474425364e+001°)
3.28095293113076e+005	(9.87024061356084e+001dB,-1.37774094651191e+001°)
3.28851630875940e+005	(9.87031631966940e+001dB,-1.37409863006249e+001°)
3.29609712177414e+005	(9.87039187964614e+001dB,-1.37046775030219e+001°)
3.30369541036771e+005	(9.87046729232038e+001dB,-1.36684826281925e+001°)
3.31131121482547e+005	(9.87054255654334e+001dB,-1.36324012339277e+001°)
3.31894457552566e+005	(9.87061767118789e+001dB,-1.35964328799210e+001°)
3.32659553293961e+005	(9.87069263514834e+001dB,-1.35605771277628e+001°)
3.33426412763191e+005	(9.87076744734019e+001dB,-1.35248335409339e+001°)
3.34195040026070e+005	(9.87084210669988e+001dB,-1.34892016848000e+001°)
3.34965439157783e+005	(9.87091661218457e+001dB,-1.34536811266051e+001°)
3.35737614242910e+005	(9.87099096277188e+001dB,-1.34182714354661e+001°)
3.36511569375446e+005	(9.87106515745970e+001dB,-1.33829721823659e+001°)
3.37287308658824e+005	(9.87113919526596e+001dB,-1.33477829401481e+001°)
3.38064836205937e+005	(9.87121307522836e+001dB,-1.33127032835101e+001°)
3.38844156139158e+005	(9.87128679640418e+001dB,-1.32777327889973e+001°)
3.39625272590363e+005	(9.87136035787007e+001dB,-1.32428710349969e+001°)
3.40408189700956e+005	(9.87143375872179e+001dB,-1.32081176017315e+001°)
3.41192911621883e+005	(9.87150699807403e+001dB,-1.31734720712529e+001°)
3.41979442513663e+005	(9.87158007506017e+001dB,-1.31389340274360e+001°)
3.42767786546405e+005	(9.87165298883210e+001dB,-1.31045030559723e+001°)
3.43557947899829e+005	(9.87172573855996e+001dB,-1.30701787443634e+001°)
3.44349930763293e+005	(9.87179832343196e+001dB,-1.30359606819152e+001°)
3.45143739335810e+005	(9.87187074265418e+001dB,-1.30018484597311e+001°)
3.45939377826076e+005	(9.87194299545034e+001dB,-1.29678416707059e+001°)
3.46736850452485e+005	(9.87201508106162e+001dB,-1.29339399095190e+001°)
3.47536161443160e+005	(9.87208699874644e+001dB,-1.29001427726286e+001°)
3.48337315035965e+005	(9.87215874778026e+001dB,-1.28664498582647e+001°)
3.49140315478540e+005	(9.87223032745541e+001dB,-1.28328607664233e+001°)
3.49945167028311e+005	(9.87230173708086e+001dB,-1.27993750988592e+001°)
3.50751873952521e+005	(9.87237297598204e+001dB,-1.27659924590801e+001°)
3.51560440528251e+005	(9.87244404350065e+001dB,-1.27327124523401e+001°)
3.52370871042440e+005	(9.87251493899446e+001dB,-1.26995346856329e+001°)
3.53183169791910e+005	(9.87258566183714e+001dB,-1.26664587676857e+001°)
3.53997341083387e+005	(9.87265621141805e+001dB,-1.26334843089522e+001°)
3.54813389233528e+005	(9.87272658714208e+001dB,-1.26006109216068e+001°)
3.55631318568938e+005	(9.87279678842942e+001dB,-1.25678382195374e+001°)
3.56451133426196e+005	(9.87286681471546e+001dB,-1.25351658183394e+001°)
3.57272838151881e+005	(9.87293666545051e+001dB,-1.25025933353089e+001°)
3.58096437102588e+005	(9.87300634009972e+001dB,-1.24701203894361e+001°)
3.58921934644957e+005	(9.87307583814283e+001dB,-1.24377466013989e+001°)
3.59749335155694e+005	(9.87314515907402e+001dB,-1.24054715935566e+001°)
3.60578643021594e+005	(9.87321430240175e+001dB,-1.23732949899428e+001°)
3.61409862639565e+005	(9.87328326764858e+001dB,-1.23412164162594e+001°)
3.62242998416650e+005	(9.87335205435100e+001dB,-1.23092354998696e+001°)
3.63078054770053e+005	(9.87342066205923e+001dB,-1.22773518697918e+001°)
3.63915036127158e+005	(9.87348909033713e+001dB,-1.22455651566925e+001°)
3.64753946925559e+005	(9.87355733876197e+001dB,-1.22138749928803e+001°)
3.65594791613076e+005	(9.87362540692427e+001dB,-1.21822810122989e+001°)
3.66437574647784e+005	(9.87369329442768e+001dB,-1.21507828505210e+001°)
3.67282300498035e+005	(9.87376100088878e+001dB,-1.21193801447413e+001°)
3.68128973642482e+005	(9.87382852593694e+001dB,-1.20880725337701e+001°)
3.68977598570101e+005	(9.87389586921417e+001dB,-1.20568596580269e+001°)
3.69828179780216e+005	(9.87396303037493e+001dB,-1.20257411595337e+001°)
3.70680721782526e+005	(9.87403000908604e+001dB,-1.19947166819084e+001°)
3.71535229097122e+005	(9.87409680502645e+001dB,-1.19637858703585e+001°)
3.72391706254518e+005	(9.87416341788715e+001dB,-1.19329483716744e+001°)
3.73250157795670e+005	(9.87422984737100e+001dB,-1.19022038342227e+001°)
3.74110588272003e+005	(9.87429609319256e+001dB,-1.18715519079400e+001°)
3.74973002245433e+005	(9.87436215507799e+001dB,-1.18409922443261e+001°)
3.75837404288393e+005	(9.87442803276486e+001dB,-1.18105244964379e+001°)
3.76703798983858e+005	(9.87449372600205e+001dB,-1.17801483188821e+001°)
3.77572190925365e+005	(9.87455923454957e+001dB,-1.17498633678097e+001°)
3.78442584717042e+005	(9.87462455817842e+001dB,-1.17196693009086e+001°)
3.79314984973631e+005	(9.87468969667050e+001dB,-1.16895657773976e+001°)
3.80189396320510e+005	(9.87475464981842e+001dB,-1.16595524580199e+001°)
3.81065823393721e+005	(9.87481941742537e+001dB,-1.16296290050365e+001°)
3.81944270839995e+005	(9.87488399930501e+001dB,-1.15997950822196e+001°)
3.82824743316771e+005	(9.87494839528132e+001dB,-1.15700503548465e+001°)
3.83707245492227e+005	(9.87501260518847e+001dB,-1.15403944896929e+001°)
3.84591782045301e+005	(9.87507662887069e+001dB,-1.15108271550263e+001°)
3.85478357665720e+005	(9.87514046618214e+001dB,-1.14813480206001e+001°)
3.86366977054017e+005	(9.87520411698679e+001dB,-1.14519567576466e+001°)
3.87257644921565e+005	(9.87526758115826e+001dB,-1.14226530388709e+001°)
3.88150365990596e+005	(9.87533085857975e+001dB,-1.13934365384447e+001°)
3.89045144994228e+005	(9.87539394914386e+001dB,-1.13643069319992e+001°)
3.89941986676490e+005	(9.87545685275251e+001dB,-1.13352638966194e+001°)
3.90840895792349e+005	(9.87551956931678e+001dB,-1.13063071108377e+001°)
3.91741877107730e+005	(9.87558209875682e+001dB,-1.12774362546269e+001°)
3.92644935399546e+005	(9.87564444100173e+001dB,-1.12486510093948e+001°)
3.93550075455724e+005	(9.87570659598941e+001dB,-1.12199510579770e+001°)
3.94457302075225e+005	(9.87576856366648e+001dB,-1.11913360846311e+001°)
3.95366620068074e+005	(9.87583034398814e+001dB,-1.11628057750304e+001°)
3.96278034255385e+005	(9.87589193691807e+001dB,-1.11343598162573e+001°)
3.97191549469386e+005	(9.87595334242829e+001dB,-1.11059978967972e+001°)
3.98107170553443e+005	(9.87601456049911e+001dB,-1.10777197065323e+001°)
3.99024902362088e+005	(9.87607559111893e+001dB,-1.10495249367352e+001°)
3.99944749761043e+005	(9.87613643428420e+001dB,-1.10214132800628e+001°)
4.00866717627248e+005	(9.87619708999930e+001dB,-1.09933844305502e+001°)
4.01790810848885e+005	(9.87625755827639e+001dB,-1.09654380836039e+001°)
4.02717034325404e+005	(9.87631783913537e+001dB,-1.09375739359965e+001°)
4.03645392967550e+005	(9.87637793260369e+001dB,-1.09097916858598e+001°)
4.04575891697387e+005	(9.87643783871635e+001dB,-1.08820910326790e+001°)
4.05508535448328e+005	(9.87649755751569e+001dB,-1.08544716772864e+001°)
4.06443329165157e+005	(9.87655708905138e+001dB,-1.08269333218552e+001°)
4.07380277804057e+005	(9.87661643338025e+001dB,-1.07994756698939e+001°)
4.08319386332636e+005	(9.87667559056622e+001dB,-1.07720984262396e+001°)
4.09260659729955e+005	(9.87673456068021e+001dB,-1.07448012970520e+001°)
4.10204102986551e+005	(9.87679334380002e+001dB,-1.07175839898077e+001°)
4.11149721104466e+005	(9.87685194001025e+001dB,-1.06904462132939e+001°)
4.12097519097274e+005	(9.87691034940219e+001dB,-1.06633876776025e+001°)
4.13047501990105e+005	(9.87696857207373e+001dB,-1.06364080941238e+001°)
4.13999674819673e+005	(9.87702660812928e+001dB,-1.06095071755408e+001°)
4.14954042634306e+005	(9.87708445767965e+001dB,-1.05826846358233e+001°)
4.15910610493965e+005	(9.87714212084199e+001dB,-1.05559401902215e+001°)
4.16869383470278e+005	(9.87719959773967e+001dB,-1.05292735552605e+001°)
4.17830366646564e+005	(9.87725688850220e+001dB,-1.05026844487343e+001°)
4.18793565117861e+005	(9.87731399326515e+001dB,-1.04761725896995e+001°)
4.19758983990950e+005	(9.87737091217006e+001dB,-1.04497376984701e+001°)
4.20726628384386e+005	(9.87742764536433e+001dB,-1.04233794966110e+001°)
4.21696503428524e+005	(9.87748419300117e+001dB,-1.03970977069325e+001°)
4.22668614265545e+005	(9.87754055523947e+001dB,-1.03708920534845e+001°)
4.23642966049483e+005	(9.87759673224378e+001dB,-1.03447622615502e+001°)
4.24619563946254e+005	(9.87765272418415e+001dB,-1.03187080576411e+001°)
4.25598413133684e+005	(9.87770853123610e+001dB,-1.02927291694905e+001°)
4.26579518801534e+005	(9.87776415358054e+001dB,-1.02668253260482e+001°)
4.27562886151527e+005	(9.87781959140364e+001dB,-1.02409962574745e+001°)
4.28548520397380e+005	(9.87787484489681e+001dB,-1.02152416951347e+001°)
4.29536426764828e+005	(9.87792991425658e+001dB,-1.01895613715932e+001°)
4.30526610491651e+005	(9.87798479968453e+001dB,-1.01639550206080e+001°)
